Time: 2023-12-04 14:05:26, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 14:43:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 14:43:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 14:43:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 14:44:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 14:44:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 14:44:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 14:44:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 14:44:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 14:44:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 14:44:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 14:44:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 14:44:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 14:44:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 14:45:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 14:45:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 14:45:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 14:45:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 14:45:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 14:45:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 14:45:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 14:45:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 14:45:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 14:45:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 14:46:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 14:46:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 14:46:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 14:46:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 14:46:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 14:46:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 14:46:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 14:46:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 14:46:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 14:46:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 14:47:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 14:47:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 14:47:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 14:47:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 14:47:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 14:47:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 14:47:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 14:47:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 14:47:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 14:47:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 14:48:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 14:48:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 14:48:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 14:48:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 14:48:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 14:48:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 14:48:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 14:48:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 14:48:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 14:48:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 14:49:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 14:49:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 14:49:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 14:49:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 14:49:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 14:49:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 14:49:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 14:49:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 14:49:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 14:49:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 14:50:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 14:50:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 14:50:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 14:50:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 14:50:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 14:50:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 14:50:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 14:50:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 14:50:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 14:50:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 14:51:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 14:51:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 14:51:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 14:51:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 14:51:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 14:51:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 14:51:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 14:51:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 14:51:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 14:51:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 14:52:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 14:52:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 14:52:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 14:52:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 14:52:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 14:52:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 14:52:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 14:52:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 14:52:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 14:52:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 14:53:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 14:53:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 14:53:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 14:53:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 14:53:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 14:53:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 14:53:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 14:53:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 14:53:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 14:53:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 14:54:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 14:54:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 14:54:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 14:54:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 14:54:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 14:54:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 14:54:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 14:54:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 14:54:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 14:54:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 14:55:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 14:55:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 14:55:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 14:55:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 14:55:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 14:55:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 14:55:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 14:55:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 14:55:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 14:55:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 14:56:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 14:56:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 14:56:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 14:56:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 14:56:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 14:56:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 14:56:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 14:56:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 14:56:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 14:56:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 14:57:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 14:57:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 14:57:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 14:57:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 14:57:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 14:57:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 14:57:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 14:57:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 14:57:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 14:57:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 14:58:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 14:58:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 14:58:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 14:58:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 14:58:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 14:58:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 14:58:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 14:58:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 14:58:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 14:58:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 14:59:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 14:59:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 14:59:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 14:59:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 14:59:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 14:59:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 14:59:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 14:59:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 14:59:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 14:59:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:00:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:00:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:00:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:00:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:00:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:00:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:00:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:00:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:00:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:00:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:01:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:01:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:01:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:01:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:01:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:01:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:01:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:01:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:01:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:01:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:02:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:02:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:02:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:02:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:02:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:02:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:02:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:02:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:02:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:02:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:03:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:03:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:03:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:03:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:03:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:03:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:03:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:03:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:03:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:03:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:04:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:04:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:04:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:04:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:04:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:04:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:04:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:04:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:04:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:04:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:05:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:05:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:05:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:05:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:05:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:05:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:05:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:05:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:05:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:05:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:06:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:06:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:06:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:06:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:06:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:06:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:06:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:06:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:06:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:06:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:07:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:07:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:07:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:07:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:07:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:07:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:07:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:07:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:07:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:07:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:08:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:08:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:08:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:08:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:08:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:08:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:08:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:08:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:08:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:08:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:09:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:09:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:09:26, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:09:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:09:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:09:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:09:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:09:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:09:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:09:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:10:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:10:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:10:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:10:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:10:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:10:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:10:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:10:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:10:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:10:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:11:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:11:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:11:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:11:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:11:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:11:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:11:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:11:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:11:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:11:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:12:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:12:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:12:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:12:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:12:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:12:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:12:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:12:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:12:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:12:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:13:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:13:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:13:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:13:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:13:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:13:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:13:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:13:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:13:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:13:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:14:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:14:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:14:26, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:14:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:14:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:14:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:14:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:14:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:14:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:14:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:15:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:15:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:15:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:15:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:15:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:15:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:15:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:15:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:15:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:15:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:16:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:16:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:16:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:16:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:16:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:16:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:16:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:16:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:16:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:16:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:17:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:17:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:17:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:17:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:17:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:17:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:17:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:17:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:17:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:17:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:18:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:18:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:18:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:18:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:18:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:18:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:18:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:18:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:18:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:18:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:19:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:19:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:19:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:19:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:19:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:19:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:19:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:19:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:19:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:19:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:20:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:20:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:20:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:20:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:20:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:20:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:20:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:20:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:20:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:20:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:21:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:21:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:21:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:21:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:21:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:21:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:21:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:21:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:21:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:21:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:22:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:22:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:22:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:22:26, Drone ID: 4, Battery Level: 56%
